Date,Open,High,Low,Close,Volume
7/14/2023 15:30:00,19493.45,19595.35,19433.5,19564.5,0
7/17/2023 15:30:00,19612.15,19731.85,19562.95,19711.45,0
7/18/2023 15:30:00,19787.5,19819.45,19690.2,19749.25,0
7/19/2023 15:30:00,19802.95,19851.7,19727.45,19833.15,0
7/20/2023 15:30:00,19831.7,19991.85,19758.4,19979.15,0
7/21/2023 15:30:00,19800.45,19887.4,19700,19745,0
7/24/2023 15:30:00,19748.45,19782.75,19658.3,19672.35,0
7/25/2023 15:30:00,19729.35,19729.35,19615.95,19680.6,0
7/26/2023 15:30:00,19733.35,19825.6,19716.7,19778.3,0
7/27/2023 15:30:00,19850.9,19867.55,19603.55,19659.9,0
7/28/2023 15:30:00,19659.75,19695.9,19563.1,19646.05,0
7/31/2023 15:30:00,19666.35,19772.75,19597.6,19753.8,0
8/1/2023 15:30:00,19784,19795.6,19704.6,19733.55,0
8/2/2023 15:30:00,19655.4,19678.25,19423.55,19526.55,0
8/3/2023 15:30:00,19463.75,19537.65,19296.45,19381.65,0
8/4/2023 15:30:00,19462.8,19538.85,19436.45,19517,0
8/7/2023 15:30:00,19576.85,19620.45,19524.8,19597.3,0
8/8/2023 15:30:00,19627.2,19634.4,19533.1,19570.85,0
8/9/2023 15:30:00,19578.8,19645.5,19467.5,19632.55,0
8/10/2023 15:30:00,19605.55,19623.6,19495.4,19543.1,0
8/11/2023 15:30:00,19554.25,19557.75,19412.75,19428.3,0
8/14/2023 15:30:00,19383.95,19465.85,19257.9,19434.55,0
8/16/2023 15:30:00,19369,19482.75,19317.2,19465,0
8/17/2023 15:30:00,19450.55,19461.55,19326.25,19365.25,0
8/18/2023 15:30:00,19301.75,19373.8,19253.6,19310.15,0
8/21/2023 15:30:00,19320.65,19425.95,19296.3,19393.6,0
8/22/2023 15:30:00,19417.1,19443.5,19381.3,19396.45,0
8/23/2023 15:30:00,19439.2,19472.05,19366.6,19444,0
8/24/2023 15:30:00,19535.15,19584.45,19369,19386.7,0
8/25/2023 15:30:00,19297.4,19339.55,19229.7,19265.8,0
8/28/2023 15:30:00,19298.35,19366.85,19249.7,19306.05,0
8/29/2023 15:30:00,19374.85,19377.9,19309.1,19342.65,0
8/30/2023 15:30:00,19433.45,19452.8,19334.75,19347.45,0
8/31/2023 15:30:00,19375.55,19388.2,19223.65,19253.8,0
9/1/2023 15:30:00,19258.15,19458.55,19255.7,19435.3,0
9/4/2023 15:30:00,19525.05,19545.15,19432.85,19528.8,0
9/5/2023 15:30:00,19564.65,19587.05,19525.75,19574.9,0
9/6/2023 15:30:00,19581.2,19636.45,19491.5,19611.05,0
9/7/2023 15:30:00,19598.65,19737,19550.05,19727.05,0
9/8/2023 15:30:00,19774.8,19867.15,19727.05,19819.95,0
9/11/2023 15:30:00,19890,20008.15,19865.35,19996.35,0
9/12/2023 15:30:00,20110.15,20110.35,19914.65,19993.2,0
9/13/2023 15:30:00,19989.5,20096.9,19944.1,20070,0
9/14/2023 15:30:00,20127.95,20167.65,20043.45,20103.1,0
9/15/2023 15:30:00,20156.45,20222.45,20129.7,20192.35,0
9/18/2023 15:30:00,20155.95,20195.35,20115.7,20133.3,0
9/20/2023 15:30:00,19980.75,20050.65,19878.85,19901.4,0
9/21/2023 15:30:00,19840.55,19848.75,19709.95,19742.35,0
9/22/2023 15:30:00,19744.85,19798.65,19657.5,19674.25,0
9/25/2023 15:30:00,19678.2,19734.15,19601.55,19674.55,0
9/26/2023 15:30:00,19682.8,19699.35,19637.45,19664.7,0
9/27/2023 15:30:00,19637.05,19730.7,19554,19716.45,0
9/28/2023 15:30:00,19761.8,19766.65,19492.1,19523.55,0
9/29/2023 15:30:00,19581.2,19726.25,19551.05,19638.3,0
10/3/2023 15:30:00,19622.4,19623.2,19479.65,19528.75,0
10/4/2023 15:30:00,19446.3,19457.8,19333.6,19436.1,0
10/5/2023 15:30:00,19521.85,19576.95,19487.3,19545.75,0
10/6/2023 15:30:00,19621.2,19675.75,19589.4,19653.5,0
10/9/2023 15:30:00,19539.45,19588.95,19480.5,19512.35,0
10/10/2023 15:30:00,19565.6,19717.8,19565.45,19689.85,0
10/11/2023 15:30:00,19767,19839.2,19756.95,19811.35,0
10/12/2023 15:30:00,19822.7,19843.3,19772.65,19794,0
10/13/2023 15:30:00,19654.55,19805.4,19635.3,19751.05,0
10/16/2023 15:30:00,19737.25,19781.3,19691.85,19731.75,0
10/17/2023 15:30:00,19843.2,19849.75,19775.65,19811.5,0
10/18/2023 15:30:00,19820.45,19840.95,19659.95,19671.1,0
10/19/2023 15:30:00,19545.2,19681.8,19512.35,19624.7,0
10/20/2023 15:30:00,19542.15,19593.8,19518.7,19542.65,0
10/23/2023 15:30:00,19521.6,19556.85,19257.85,19281.75,0
10/25/2023 15:30:00,19286.45,19347.3,19074.15,19122.15,0
10/26/2023 15:30:00,19027.25,19041.7,18837.85,18857.25,0
10/27/2023 15:30:00,18928.75,19076.15,18926.65,19047.25,0
10/30/2023 15:30:00,19053.4,19158.5,18940,19140.9,0
10/31/2023 15:30:00,19232.95,19233.7,19056.45,19079.6,0
11/1/2023 15:30:00,19064.05,19096.05,18973.7,18989.15,0
11/2/2023 15:30:00,19120,19175.25,19064.15,19133.25,0
11/3/2023 15:30:00,19241,19276.25,19210.9,19230.6,0
11/6/2023 15:30:00,19345.85,19423,19309.7,19411.75,0
11/7/2023 15:30:00,19404.05,19423.5,19329.1,19406.7,0
11/8/2023 15:30:00,19449.6,19464.4,19401.5,19443.5,0
11/9/2023 15:30:00,19457.4,19463.9,19378.35,19395.3,0
11/10/2023 15:30:00,19351.85,19451.3,19329.45,19425.35,0
11/13/2023 15:30:00,19486.75,19494.4,19414.75,19443.55,0
11/15/2023 15:30:00,19651.4,19693.2,19579.65,19675.45,0
11/16/2023 15:30:00,19674.7,19875.25,19627,19765.2,0
11/17/2023 15:30:00,19674.75,19806,19667.45,19731.8,0
11/20/2023 15:30:00,19731.15,19756.45,19670.5,19694,0
11/21/2023 15:30:00,19770.9,19829.1,19754.05,19783.4,0
11/22/2023 15:30:00,19784,19825.55,19703.85,19811.85,0
11/23/2023 15:30:00,19828.45,19875.15,19786.75,19802,0
11/24/2023 15:30:00,19809.6,19832.85,19768.85,19794.7,0
11/28/2023 15:30:00,19844.65,19916.85,19800,19889.7,0
11/29/2023 15:30:00,19976.55,20104.65,19956.3,20096.6,0
11/30/2023 15:30:00,20108.5,20158.7,20015.85,20133.15,0
12/1/2023 15:30:00,20194.1,20291.55,20183.7,20267.9,0
12/4/2023 15:30:00,20601.95,20702.65,20507.75,20686.8,0
12/5/2023 15:30:00,20808.9,20864.05,20711.15,20855.1,0
12/6/2023 15:30:00,20950.75,20961.95,20852.15,20937.7,0
12/7/2023 15:30:00,20932.4,20941.25,20850.8,20901.15,0
12/8/2023 15:30:00,20934.1,21006.1,20862.7,20969.4,0
12/11/2023 15:30:00,20965.3,21026.1,20923.7,20997.1,0
12/12/2023 15:30:00,21018.55,21037.9,20867.15,20906.4,0
12/13/2023 15:30:00,20929.75,20950,20769.5,20926.35,0
12/14/2023 15:30:00,21110.4,21210.9,21074.45,21182.7,0
12/15/2023 15:30:00,21287.45,21492.3,21235.3,21456.65,0
12/18/2023 15:30:00,21434.8,21482.8,21365.35,21418.65,0
12/19/2023 15:30:00,21477.65,21505.05,21337.75,21453.1,0
12/20/2023 15:30:00,21543.5,21593,21087.35,21150.15,0
12/21/2023 15:30:00,21033.95,21288.35,20976.8,21255.05,0
12/22/2023 15:30:00,21295.85,21390.5,21232.45,21349.4,0
12/26/2023 15:30:00,21365.2,21477.15,21329.45,21441.35,0
12/27/2023 15:30:00,21497.65,21675.75,21495.8,21654.75,0
12/28/2023 15:30:00,21715,21801.45,21678,21778.7,0
12/29/2023 15:30:00,21737.65,21770.3,21676.9,21731.4,0
1/1/2024 15:30:00,21727.75,21834.35,21680.85,21741.9,0
1/2/2024 15:30:00,21751.35,21755.6,21555.65,21665.8,0
1/3/2024 15:30:00,21661.1,21677,21500.35,21517.35,0
1/4/2024 15:30:00,21605.8,21685.65,21564.55,21658.6,0
1/5/2024 15:30:00,21705.75,21749.6,21629.2,21710.8,0
1/8/2024 15:30:00,21747.6,21763.95,21492.9,21513,0
1/9/2024 15:30:00,21653.6,21724.45,21517.85,21544.85,0
1/10/2024 15:30:00,21529.3,21641.85,21448.65,21618.7,0
1/11/2024 15:30:00,21688,21726.5,21593.75,21647.2,0
1/12/2024 15:30:00,21773.55,21928.25,21715.15,21894.55,0
1/15/2024 15:30:00,22053.15,22115.55,21963.55,22097.45,0
1/16/2024 15:30:00,22080.5,22124.15,21969.8,22032.3,0
1/17/2024 15:30:00,21647.25,21851.5,21550.45,21571.95,0
1/18/2024 15:30:00,21414.2,21539.4,21285.55,21462.25,0
1/19/2024 15:30:00,21615.2,21670.6,21575,21622.4,0
1/23/2024 15:30:00,21716.7,21750.25,21192.6,21238.8,0
1/24/2024 15:30:00,21185.25,21482.35,21137.2,21453.95,0
1/25/2024 15:30:00,21454.6,21459,21247.05,21352.6,0
1/29/2024 15:30:00,21433.1,21763.25,21429.6,21737.6,0
1/30/2024 15:30:00,21775.75,21813.05,21501.8,21522.1,0
1/31/2024 15:30:00,21487.25,21741.35,21448.85,21725.7,0
2/1/2024 15:30:00,21780.65,21832.95,21658.75,21697.45,0
2/2/2024 15:30:00,21812.75,22126.8,21805.55,21853.8,0
2/5/2024 15:30:00,21921.05,21964.3,21726.95,21771.7,0
2/6/2024 15:30:00,21825.2,21951.4,21737.55,21929.4,0
2/7/2024 15:30:00,22045.05,22053.3,21860.15,21930.5,0
2/8/2024 15:30:00,22009.65,22011.05,21665.3,21717.95,0
2/9/2024 15:30:00,21727,21804.45,21629.9,21782.5,0
2/12/2024 15:30:00,21800.8,21831.7,21574.75,21616.05,0
2/13/2024 15:30:00,21664.3,21766.8,21543.35,21743.25,0
2/14/2024 15:30:00,21578.15,21870.85,21530.2,21840.05,0
2/15/2024 15:30:00,21906.55,21953.85,21794.8,21910.75,0
2/16/2024 15:30:00,22020.3,22068.65,21968.95,22040.7,0
2/19/2024 15:30:00,22103.45,22186.65,22021.05,22122.25,0
2/20/2024 15:30:00,22099.2,22215.6,22045.85,22196.95,0
2/21/2024 15:30:00,22248.85,22249.4,21997.95,22055.05,0
2/22/2024 15:30:00,22081.55,22252.5,21875.25,22217.45,0
2/23/2024 15:30:00,22290,22297.5,22186.1,22212.7,0
2/26/2024 15:30:00,22169.2,22202.15,22075.15,22122.05,0
2/27/2024 15:30:00,22090.2,22218.25,22085.65,22198.35,0
2/28/2024 15:30:00,22214.1,22229.15,21915.85,21951.15,0
2/29/2024 15:30:00,21935.2,22060.55,21860.65,21982.8,0
3/1/2024 15:30:00,22048.3,22353.3,22047.75,22338.75,0
3/4/2024 15:30:00,22403.5,22440.9,22358.3,22405.6,0
3/5/2024 15:30:00,22371.25,22416.9,22269.15,22356.3,0
3/6/2024 15:30:00,22327.5,22497.2,22224.35,22474.05,0
3/7/2024 15:30:00,22505.3,22525.65,22430,22493.55,0
3/11/2024 15:30:00,22517.5,22526.6,22307.25,22332.65,0
3/12/2024 15:30:00,22334.45,22452.55,22256,22335.7,0
3/13/2024 15:30:00,22432.2,22446.75,21905.65,21997.7,0
3/14/2024 15:30:00,21982.55,22204.6,21917.5,22146.65,0
3/15/2024 15:30:00,22064.85,22120.9,21931.7,22023.35,0
3/18/2024 15:30:00,21990.1,22123.7,21916.55,22055.7,0
3/19/2024 15:30:00,21946.45,21978.3,21793.1,21817.45,0
3/20/2024 15:30:00,21843.9,21930.9,21710.2,21839.1,0
3/21/2024 15:30:00,21989.9,22080.95,21941.3,22011.95,0
3/22/2024 15:30:00,21932.2,22180.7,21883.3,22096.75,0
3/26/2024 15:30:00,21947.9,22073.2,21947.55,22004.7,0
3/27/2024 15:30:00,22053.95,22193.6,22052.85,22123.65,0
3/28/2024 15:30:00,22163.6,22516,22163.6,22326.9,0
4/1/2024 15:30:00,22455,22529.95,22427.75,22462,0
4/2/2024 15:30:00,22458.8,22497.6,22388.15,22453.3,0
4/3/2024 15:30:00,22385.7,22521.1,22346.5,22434.65,0
4/4/2024 15:30:00,22592.1,22619,22303.8,22514.65,0
4/5/2024 15:30:00,22486.4,22537.6,22427.6,22513.7,0
4/8/2024 15:30:00,22578.35,22697.3,22550.35,22666.3,0
4/9/2024 15:30:00,22765.1,22768.4,22612.25,22642.75,0
4/10/2024 15:30:00,22720.25,22775.7,22673.7,22753.8,0
4/12/2024 15:30:00,22677.4,22726.45,22503.75,22519.4,0
4/15/2024 15:30:00,22339.05,22427.45,22259.55,22272.5,0
4/16/2024 15:30:00,22125.3,22213.75,22079.45,22147.9,0
4/18/2024 15:30:00,22212.35,22326.5,21961.7,21995.85,0
4/19/2024 15:30:00,21861.5,22179.55,21777.65,22147,0
4/22/2024 15:30:00,22336.9,22375.65,22198.15,22336.4,0
4/23/2024 15:30:00,22447.05,22447.55,22349.45,22368,0
4/24/2024 15:30:00,22421.55,22476.45,22384,22402.4,0
4/25/2024 15:30:00,22316.9,22625.95,22305.25,22570.35,0
4/26/2024 15:30:00,22620.4,22620.4,22385.55,22419.95,0
4/29/2024 15:30:00,22475.55,22655.8,22441.9,22643.4,0
4/30/2024 15:30:00,22679.65,22783.35,22568.4,22604.85,0
5/2/2024 15:30:00,22567.85,22710.5,22567.85,22648.2,0
5/3/2024 15:30:00,22766.35,22794.7,22348.05,22475.85,0
5/6/2024 15:30:00,22561.6,22588.8,22409.45,22442.7,0
5/7/2024 15:30:00,22489.75,22499.05,22232.05,22302.5,0
5/8/2024 15:30:00,22231.2,22368.65,22185.2,22302.5,0
5/9/2024 15:30:00,22224.8,22307.75,21932.4,21957.5,0
5/10/2024 15:30:00,21990.95,22131.3,21950.3,22055.2,0
5/13/2024 15:30:00,22027.95,22131.65,21821.05,22104.05,0
5/14/2024 15:30:00,22112.9,22270.05,22081.25,22217.85,0
5/15/2024 15:30:00,22255.6,22297.55,22151.75,22200.55,0
5/16/2024 15:30:00,22319.2,22432.25,22054.55,22403.85,0
5/17/2024 15:30:00,22415.25,22502.15,22345.65,22466.1,0
5/21/2024 15:30:00,22404.55,22591.1,22404.55,22529.05,0
5/22/2024 15:30:00,22576.6,22629.5,22483.15,22597.8,0
5/23/2024 15:30:00,22614.1,22993.6,22577.45,22967.65,0
5/24/2024 15:30:00,22930.75,23026.4,22908,22957.1,0
5/27/2024 15:30:00,23038.95,23110.8,22871.2,22932.45,0
5/28/2024 15:30:00,22977.15,22998.55,22858.5,22888.15,0
5/29/2024 15:30:00,22762.75,22825.5,22685.45,22704.7,0
5/30/2024 15:30:00,22617.45,22705.75,22417,22488.65,0
5/31/2024 15:30:00,22568.1,22653.75,22465.1,22530.7,0
6/3/2024 15:30:00,23337.9,23338.7,23062.3,23263.9,0
6/4/2024 15:30:00,23179.5,23179.5,21281.45,21884.5,0
6/5/2024 15:30:00,22128.35,22670.4,21791.95,22620.35,0
6/6/2024 15:30:00,22798.6,22910.15,22642.6,22821.4,0
6/7/2024 15:30:00,22821.85,23320.2,22789.05,23290.15,0
6/10/2024 15:30:00,23319.15,23411.9,23227.15,23259.2,0
6/11/2024 15:30:00,23283.75,23389.45,23206.65,23264.85,0
6/12/2024 15:30:00,23344.45,23441.95,23295.95,23322.95,0
6/13/2024 15:30:00,23480.95,23481.05,23353.9,23398.9,0
6/14/2024 15:30:00,23464.95,23490.4,23334.25,23465.6,0
6/18/2024 15:30:00,23570.8,23579.05,23499.7,23557.9,0
6/19/2024 15:30:00,23629.85,23664,23412.9,23516,0
6/20/2024 15:30:00,23586.15,23624,23442.6,23567,0
6/21/2024 15:30:00,23661.15,23667.1,23398.2,23501.1,0
6/24/2024 15:30:00,23382.3,23558.1,23350,23537.85,0
6/25/2024 15:30:00,23577.1,23754.15,23562.05,23721.3,0
6/26/2024 15:30:00,23723.1,23889.9,23670.45,23868.8,0
6/27/2024 15:30:00,23881.55,24087.45,23805.4,24044.5,0
6/28/2024 15:30:00,24085.9,24174,23985.8,24010.6,0
7/1/2024 15:30:00,23992.95,24164,23992.7,24141.95,0
7/2/2024 15:30:00,24228.75,24236.35,24056.4,24123.85,0
7/3/2024 15:30:00,24291.75,24309.15,24207.1,24286.5,0
7/4/2024 15:30:00,24369.95,24401,24281,24302.15,0
7/5/2024 15:30:00,24213.35,24363,24168.85,24323.85,0
7/8/2024 15:30:00,24329.45,24344.6,24240.55,24320.55,0
7/9/2024 15:30:00,24351,24443.6,24331.9,24433.2,0
7/10/2024 15:30:00,24459.85,24461.05,24141.8,24324.45,0
7/11/2024 15:30:00,24396.55,24402.65,24193.75,24315.95,0
7/12/2024 15:30:00,24387.95,24592.2,24331.15,24502.15,0
7/15/2024 15:30:00,24587.6,24635.05,24522.75,24586.7,0
7/16/2024 15:30:00,24615.9,24661.25,24587.65,24613,0
7/18/2024 15:30:00,24543.8,24837.75,24504.45,24800.85,0
7/19/2024 15:30:00,24853.8,24854.8,24508.15,24530.9,0
7/22/2024 15:30:00,24445.75,24595.2,24362.3,24509.25,0
7/23/2024 15:30:00,24568.9,24582.55,24074.2,24479.05,0
7/24/2024 15:30:00,24444.95,24504.25,24307.25,24413.5,0
7/25/2024 15:30:00,24230.95,24426.15,24210.8,24406.1,0
7/26/2024 15:30:00,24423.35,24861.15,24410.9,24834.85,0
7/29/2024 15:30:00,24943.3,24999.75,24774.6,24836.1,0
7/30/2024 15:30:00,24839.4,24971.75,24798.65,24857.3,0
7/31/2024 15:30:00,24886.7,24984.6,24856.5,24951.15,0
8/1/2024 15:30:00,25030.95,25078.3,24956.4,25010.9,0
8/2/2024 15:30:00,24789,24851.9,24686.85,24717.7,0
8/5/2024 15:30:00,24302.85,24350.05,23893.7,24055.6,0
8/6/2024 15:30:00,24189.85,24382.6,23960.4,23992.55,0
8/7/2024 15:30:00,24289.4,24337.7,24184.9,24297.5,0
8/8/2024 15:30:00,24248.55,24340.5,24079.7,24117,0
8/9/2024 15:30:00,24386.85,24419.75,24311.2,24367.5,0
8/12/2024 15:30:00,24320.05,24472.8,24212.1,24347,0
8/13/2024 15:30:00,24342.35,24359.95,24116.5,24139,0
8/14/2024 15:30:00,24184.4,24196.5,24099.7,24143.75,0
8/16/2024 15:30:00,24334.85,24563.9,24204.5,24541.15,0
8/19/2024 15:30:00,24636.35,24638.8,24522.95,24572.65,0
8/20/2024 15:30:00,24648.9,24734.3,24607.2,24698.85,0
8/21/2024 15:30:00,24680.55,24787.95,24654.5,24770.2,0
8/22/2024 15:30:00,24863.4,24867.35,24784.45,24811.5,0
8/23/2024 15:30:00,24845.4,24858.4,24771.65,24823.15,0
8/26/2024 15:30:00,24906.1,25043.8,24874.7,25010.6,0
